ID,Company_Name,Address,Phone,Email,Website,Contact_Name
14362,All Safe Lifting Equipment Pty Ltd ALLSAFE LIFTING EQUIPMENT,"2/95 Batt Street PENRITH, NSW 2750",+61 1300144426,troy@allsafegroup.com.au,http://www.allsafelifting.com.au,Mr Troy Sargent
19634,ALL SLIP SOLUTIONS PTY LTD,"Unit 1, 9 - 11 Teamsters Close PORT DOUGLAS, QLD 4877",+61 0424149710,allslipsolutions@gmail.com,http://www.allslipsolutions.com.au,Mr Lee Dilkes
1401,Allunga Exposure Laboratory,"1209 - 1231 Flinders Highway BROOKHILL, QLD 4816",+61(07) 47781697,Test@allunga.com.au,http://www.allunga.com.au,Mr Chris Cooper
14583,Alpha Rigging Service Pty Ltd,"11-13 Herberte Court WURRUK, VIC 3850",+61(03) 51441088,admin@alpharigging.com.au,http://www.alpharigging.com.au,Mr Brayd Gross
14583,Alpha Rigging Service Pty Ltd,"11-13 Herberte Court WURRUK, VIC 3850",+61(03) 51441088,brayd@alpharigging.com.au,http://www.alpharigging.com.au,Mr Brayd Gross
16652,Alpine Health Bright Radiology Dept,"Bright Campus 32-36 Cobden St BRIGHT, VIC 3741",,,,
16653,Alpine Health Myrtleford Radiology Dept,"Myrtleford Campus 30 O'Donnell Ave MYRTLEFORD, VIC 3737",,,,
16574,Alpine Health-Mount Beauty,"Hollands St MOUNT BEAUTY, VIC 3699",,,,
825,Australian Laboratory Services Pty Ltd,"31 Denninup Way MALAGA, WA 6090",+61(08) 93473222,cameron.brosnan@alsglobal.com,http://www.alsglobal.com,Mr C Brosnan
825,Australian Laboratory Services Pty Ltd,"13 Carlton Street KIRWAN, QLD 4817",+61(07) 35528664,Narelle.Drummond@alsglobal.com,http://www.alsglobal.com,Mrs Narelle Drummond
825,Australian Laboratory Services Pty Ltd,"Unit 1A Lot 6 Industrial Close MUSWELLBROOK, NSW 2333",+61(02) 87863150,alina.stefanescu@alsglobal.com,http://www.alsglobal.com,Ms Alina Stefanescu
1749,Boral Asphalt,"540 Gap Road ALSTONVILLE, NSW 2477",+61(02) 49698943,andrew.ritchie@boral.com.au,http://www.boral.com.au,Mr Andrew Ritchie
548,Mobil Refining (Australia) Pty Ltd,"Corner Millers and Kororoit Creek Roads ALTONA, VIC 3018",+61(03) 92175746,bryden.t.pyke@exxonmobil.com,,Mr Bryden Pyke
20574,Altona North Medical Group,"Unit 6/230 Blackshaws Rd ALTONA NORTH, VIC 3025",+61(03) 93933900,stavroula@anmg.com.au,,Ms Stavroula Gerakoulakos
20707,Analytical Laboratories & Technical Services Australia,"585 River Avenue MERBEIN SOUTH, VIC 3505",+61 0439588108,ray.harris@altsa.com.au,http://www.altsa.com.au,Mr Raymond Harris
20689,Hills Private Hospital Clinic HSS,"Suite 11, Level 3, Hills Private Hospital Clinic 499 Windsor Road BAULKHAM HILLS, NSW 2153",,,,
2431,AMAL Analytical Pty Ltd,"27 Shafton Street HUNTINGDALE, VIC 3166",+61(03) 95444111,jeremy@amalanalytical.com.au,http://www.amalanalytical.com.au,Mr Jeremy Martens
19964,AMAP ENGINEERING PTY LTD,"16 Pinacle Street BRENDALE, QLD 4500",+61 0401130321,Aaron.Mulder@amapeng.com,http://www.amapeng.com,Mr Aaron Mulder
17141,Bendigo Radiology,"109 - 111 Lucan St BENDIGO, VIC 3550",,,http://www.bendigoradiology.com.au,
17141,Bendigo Radiology,"Mt Alexander Hospital Castlemaine Cornish Street CASTLEMAINE, VIC 3450",,,http://www.bendigoradiology.com.au,
17401,Ambitious Babes Pty Ltd,"Level 1, Suite 108 320 Victoria Parade EAST MELBOURNE, VIC 3002",,,,
2867,AMCOSH Pty Ltd,"Suites 3 - 4 112 Synnot St Werribee, VIC 3030",+61(03) 97311744,enquiries@amcosh.com.au,http://www.amcosh.com.au,Mr Robert Golec
15801,Ampcontrol CSM Pty Limited,"7 Billbrooke Close CAMERON PARK , NSW 2285",+61(02) 49034800,paul.reynolds@ampcontrolgroup.com,http://www.ampcontrolgroup.com,Mr Paul Reynolds
20314,AmSpec Australia Holdings Pty Ltd,"9 Brock Street PORT ADELAIDE, SA 5015",+61 0473333225,rebecca.spence@amspecgroup.com,http://www.amspecgroup.com,Ms Rebecca Spence
20314,AmSpec Australia Holdings Pty Ltd,"9 Brock Street PORT ADELAIDE, SA 5015",+61(08) 83410352,lee.shilvock@amspecgroup.com,http://www.petrospection.com.au,Mr Lee Shilvock
20314,AmSpec Australia Holdings Pty Ltd,"13 Mews Road FREMANTLE, WA 6959",+61(08) 93398222,stuart.marra@amspecgroup.com,http://www.crcox.com.au,Mr Stuart Marra
9475,AmSpec Australia Pty Ltd,"55a Toll Drive ALTONA NORTH, VIC 3025",,,http://http://www.amspecgroup.com,
9475,AmSpec Australia Pty Ltd,"1st floor, Warehouse 2 3 Anderson Street BANKSMEADOW, NSW 2019",,,http://www.amspecgroup.com,
9475,AmSpec Australia Pty Ltd,"8 Edison Circuit ROCKINGHAM, WA 6168",+61(08) 93398222,ross.mathewson@amspecgroup.com,http://www.amspecgroup.com,Mr Ross Sinclair Mathewson
20596,AMT Group Australasia (Melbourne),"Unit 15 69 Acacia Road FERNTREE GULLY, VIC 3156",+61 0431237038,cameron@amtintlgroup.com.au,,Mr Cameron Welch
18596,Amy Cardiology,"15 Amy Street CAMPSIE, NSW 2194",,,,
557,Ampol Refineries (Qld) Ltd,"South Street LYTTON, QLD 4178",+07 33627323,rduran@ampol.com.au,http://www.ampol.com.au,Mr Richard Duran
831,Nyrstar Port Pirie,"1 Ellen Street PORT PIRIE, SA 5540",+61(08) 86381645,dieter.lunsmann@nyrstar.com,,Mr Dieter Lunsmann
3978,Mount Isa Mines Limited,"Railway Avenue MOUNT ISA, QLD 4825",+61(07) 47442078,david.evrat@glencore.com.au,,Mr David Evrat
14917,Analytical MicroLabs Pty Ltd,"Entrance 3 The Geelong Hospital, Barwon Health Bellerine Street GEELONG, VIC 3220",+61 1300724961,zoltan@barwonhealth.org.au,,Dr Zoltan Nack
20683,Analytical RnD Pty Ltd,"11 Julius Avenue NORTH RYDE, NSW 2113",+61 0412096221,rnimmagadda@analyticalrnd.com.au,http://www.analyticalrnd.com.au,Dr Rama Nimmagadda
66,Australian Export Grains Innovation Centre Limited,"Riverside Corporate Park 1 Rivett Road North Ryde, NSW 2113",+61(02) 80253200,hayfa.salman@aegic.org.au,http://www.aegic.org.au,Dr H Salman
15040,Rio Tinto Aluminium (Bell Bay) Ltd,"Bell Bay Road BELL BAY, TAS 7253",+61(03) 63825444,devin.benheim@riotinto.com,http://https://bellbayaluminium.com.au/,Dr Devin Benheim
3047,Tronox Mining Australia Limited,"Koombana Drive Northshore BUNBURY, WA 6231",+61 0418356232,tracey.eaton@tronox.com,http://www.tronox.com,Mrs Tracey Eaton
3587,CSBP Limited,"Kwinana Beach Road KWINANA BEACH, WA 6167",+61(08) 63785804,christopher.boyd@csbp.com.au,http://www.csbp.com.au,Mr Christopher Boyd
1188,Sanitarium Health Food Company,"582 Freeman's Drive COORANBONG, NSW 2265",+61(02) 49802827,larry.turner@sanitarium.com.au,http://www.sanitarium.com.au,Mr L Turner
12732,Anatpath Services Pty Ltd,"120 - 122 Gardenvale Road GARDENVALE, VIC 3185",+61(03) 95960777,sandra@anatpath.com.au,http://www.anatpath.com.au,Mrs Sandra Van Brummelen
20119,Andrew Peace Wines,"4077 Murray Valley Highway Piangil, VIC 3597",+61(03) 50305291,marion@apwines.com,http://http://www.apwines.com/,Mrs Marion Peace
2555,Women's and Children's Pathology The Royal Children's Hospital,"321 Cardigan Street CARLTON, VIC 3053",+61(03) 93454386,anthea.obrien@rch.org.au,http://www.rch.org.au/andrology,Ms Anthea O'Brien
1758,"S Smith & Son Pty Ltd, Trading as:The Yalumba Wine Company","40 Eden Valley Road ANGASTON, SA 5353",+61(08) 85613335,pweckert@yalumba.com,,Ms Paula Weckert
19274,Angeltouch Pty Ltd,"Suite 2 11 Elizabeth Street LIVERPOOL, NSW 2170",,,,
2971,Eastern Health Pathology,"Level 2, 39 Albert  Street UPPER FERNTREE GULLY, VIC 3156",+61(03) 98953565,janet.steele@easternhealth.org.au,http://www.easternhealth.org.au/services/pathology,Ms Janet Steele
384,"Dept of Primary Industries, Parks, Water and Environment","165 Westbury Road LAUNCESTON, TAS 7250",+61(03) 67772101,Jim.Lentern@dpipwe.tas.gov.au,http://www.dpipwe.tas.gov.au,Mr Jim Lentern
384,"Dept of Primary Industries, Parks, Water and Environment","165 Westbury Road LAUNCESTON, TAS 7250",+61(03) 67772101,Jim.Lentern@dpipwe.tas.gov.au,http://www.dpipwe.tas.gov.au,Mr Jim Lentern
1720,Anlock Pty Ltd trading as Falcon Test Engineers,"44 Stephen Road DANDENONG, VIC 3175",+61(03) 97067758,john@falcontest.com,http://www.falcontest.com.au,Mr John Donkers
19571,ANMAC Concrete Testing Services,"105 Harold Keys Drive NARRE WARREN, VIC 3805",+61 0415753203,antonio.macasinag@yahoo.com,,Mr Antonio Macasinag
19756,ANNALIYAH PTY LTD,"149 Campbell Parade BEACHMERE, QLD 4510",+61(07) 54962689,Annaliyah01@gmail.com,http://www.annaliyah.com,Mr Colin Woodford
14243,LSI Medience Corporation,"3-29-1 Shimura, Itabashi-ku, TOKYO 174-8555 JAPAN , JAPAN",+81 359942360,ikekita.ayako@mv.medience.co.jp,http://www.medience.co.jp,Ms Ayako Ikekita
14355,Master Calibration Co Ltd,"547 Soi Ratchadanivat, Kwaeng Samsennok, Khet Huaykwang BANGKOK   10310 , THAILAND",+66 22742978,Calibrate@mastercalibration.com,http://www.mastercalibration.com,Mr Thanadet Yuvawanitchakorn
1126,APA VTS Australia (Operations) Pty Ltd,"180 Greens Road DANDENONG, VIC 3175 AUSTRALIA",+61(03) 85332181,andrew.adams@apa.com.au,http://www.apa.com.au,Mr Andrew Adams
14545,"Asia Pacific Centre for Animal Health, Melbourne Veterinary School, The University of Melbourne","Facility of Veterinary and Agricultural Sciences 250 Princes Highway WERRIBEE, VIC 3030 AUSTRALIA",+61(03) 97312025,deniseo@unimelb.edu.au,http://http://fvas.unimelb.edu.au/research/research-areas/apcah/about,Ms Denise O'Rourke
20827,Apex Sports Physicians,"Suite 3 Level 1 83 Myers Street GEELONG, VIC 3220 AUSTRALIA",,,,
17310,The Royal Children's Hospital,"Day Medical Care West Building, Level 2 50 Flemington Road PARKVILLE, VIC 3052 AUSTRALIA",+61(03) 93457638,dianne.tucker@rch.org.au,http://www.rch.org.au,Ms Dianne Tucker
17354,"Austin Health Cannulation and Apheresis Treatment Services, Austin Campus","145 Studley Road HEIDELBERG, VIC 3084 AUSTRALIA",+61(03) 94963390,pina.polidano@austin.org.au,http://www.austin.org.au,Ms P Polidano
16999,St Vincent's Hospital Melbourne,"Cancer Centre, Level 1 Building D Victoria Parade FITZROY, VIC 3065 AUSTRALIA",+61(03) 92314818,lesa.stewart@svha.org.au,http://www.svha.org.au,Ms Lesa Stewart
20816,The Children's Hospital Westmead,"Apheresis Unit Cnr Hawkesbury Rd and Hainsworth St WESTMEAD, NSW 2145 AUSTRALIA",+61(02) 98450045,janelle.hewlett@health.nsw.gov.au,http://https://schn.health.nsw.gov.au,Ms Janelle Hewlett
18685,Wollongong Hospital,"Apheresis Unit, Haematology Department Level 7 Crown Street WOLLONGONG, NSW 2500 AUSTRALIA",+61(02) 42534715,Frances.owen@health.nsw.gov.au,http://www.health.nsw.gov.au,Ms Frances Owen
18824,ACT Government Canberra Health Services Directorate,"Haematology Outpatients Level 4, Building 19, The Canberra Hospital Yamba Drive GARRAN, ACT 2605 AUSTRALIA",+61(02) 62442738,Loretta.huckstepp@act.gov.au,http://http://www.health.act.gov.au/c/health,Ms Loretta Huckstepp
18673,"Transplant & Apheresis Service, Barwon Health","Rooms 13 - 14, Baxter Wing, Level 6 University Hospital Geelong Ryrie Street Geelong, VIC 3220 AUSTRALIA",+61(03) 42152715,Jenny.Hempton@barwonhealth.org.au,,Ms Jenny Hempton
19329,Lyberty Pty Ltd Point of Care Diagnostics Australia Pty Ltd,"260 Anson Street ORANGE, NSW 2800 AUSTRALIA",+61(02) 63614016,drpaul@acfm.com.au,http://http://www.acfm.com.au/,Dr Paul Drabsch
17189,Applecross Ultrasound,"4 Riseley Street APPLECROSS, WA 6153 AUSTRALIA",,,,
14331,Applied Measurement Australia Pty Ltd,"5/27 Thornton Crescent MITCHAM, VIC 3132 AUSTRALIA",+61(03) 98745777,craignyssen@appliedmeasurement.com.au,http://www.appliedmeasurement.com.au,Mr Craig Nyssen
15119,Environment Protection Authority of Victoria Applied Science Group,"Centre for Applied Sciences Ernest Jones Drive MACLEOD, VIC 3085 AUSTRALIA",+61(03) 84582392,michael.ernest@epa.vic.gov.au,http://www.epa.vic.gov.au,Mr Michael Ernest
20256,Applus Pty Ltd,"2A Osborne Street Chinchilla, QLD 4413 AUSTRALIA",+61(08) 94109300,Damian.Tanner@applus.com,http://www.applus.com.au,Mr Damian Tanner
20469,Applus PNG Limited,"Unit 11 Section 53 Allotment 15,16 Ume Street  Gordons Port Moresby , PAPUA NEW GUINEA",+675 70306084,ardoan.umboh@applus.com,http://www.applus-png.com,Mr Ardoan Umboh
20537,South West Radiology,"Centric Building 'B' SE 5-9 4 Hyde Parade CAMPBELLTOWN, NSW 2560 AUSTRALIA",,,,
14921,APTS Pty Ltd,"39 Success Way HENDERSON, WA 6166 AUSTRALIA",+61(08) 94121561,bwright@apts.com.au,http://http://www.apts.com.au,Mr Ben Wright
14921,APTS Pty Ltd,"57 Machinery Drive DARRA, QLD 4076 AUSTRALIA",+ 1300825632,mbarrington@apts.com.au,http://www.apts.com.au,Mr Mitch Barrington
14921,APTS Pty Ltd,"39 Success Way HENDERSON, WA 6166 AUSTRALIA",+61(08) 94121500,mricciardo@apts.com.au,http://www.apts.com.au,Mr Matthew Ricciardo
14921,APTS Pty Ltd,"39 Sucess Way HENDERSON, WA 6166 AUSTRALIA",+61(08) 94121500,matthew.ricciardo@apts.com.au,http://www.apts.com.au,Mr Matthew Ricciardo
593,APV Engineering & Testing Services Pty Ltd,"1521 Hume Highway CAMPBELLFIELD, VIC 3061 AUSTRALIA",+61(03) 93555723,ted.kieca@apvcorporation.com,http://www.apvtechcentre.com,Mr Ted Kieca
14759,AQUA-ASSETS Pty. Limited,"4 Wordie Place PADSTOW, NSW 2211 AUSTRALIA",+61(02) 97080800,megan.young@aquaassets.com.au,http://www.aqua2020assets.com.au,Mrs Megan Young
20312,James Cook University,"Building 32, College of Science and Engineering James Cook Drive JAMES COOK UNIVERSITY, QLD 4811 AUSTRALIA",+61(07) 47815537,kelly.condon@jcu.edu.au,,Mrs Kelly Condon
19489,Aquesta Specialised Uropathology,"21 Lissner Street TOOWONG, QLD 4066 AUSTRALIA",,,http://www.aquestapathology.com.au,
1881,Downer EDI Works,"150 Boniface Street ARCHERFIELD, QLD 4108 AUSTRALIA",+61 0418713125,Travis.Patten@downergroup.com,,Mr Travis Patten
14249,Invetus Pty Ltd,"Trevenna Road WEST ARMIDALE, NSW 2350 AUSTRALIA",+61(02) 67703200,grogers@invetus.com,http://http://www.invetus.com,Mr Gavin Rogers
16100,Hunter New England Imaging,"Rusden St ARMIDALE, NSW 2350 AUSTRALIA",,,,
20558,Armstrong Flooring Pty Ltd,"29 - 39 Mills Road BRAESIDE, VIC 3195 AUSTRALIA",+61 0412199855,pbyron@armstrongflooring.com,http://https://armstrongflooring.com.au,Mr Peter Byron
4679,Aitken Rowe Testing Laboratories Pty Ltd,"1/60 Boronia Street NORTH ALBURY, NSW 2640 AUSTRALIA",+61(02) 60401661,josh@artl.com.au,http://www.aitkenrowe.com.au,Mr Josh Galinovic
4679,Aitken Rowe Testing Laboratories Pty Ltd,"17b Battista Street GRIFFITH, NSW 2680 AUSTRALIA",+61(02) 69645551,michael@artl.com.au,http://www.aitkenrowe.com.au,Mr Michael Scremin
4679,Aitken Rowe Testing Laboratories Pty Ltd,"4/2 Riedell Street WAGGA WAGGA, NSW 2650 AUSTRALIA",+61(02) 69395555,gary@artl.com.au,http://www.aitkenrowe.com.au,Mr Gary Lyons
17139,Safe Environments Pty Limited,"Unit 4 / 40 Bessemer St BLACKTOWN, NSW 2148 AUSTRALIA",+61(02) 96213706,info@safeenvironments.com.au,http://www.safeenvironments.com.au,Mr Carl Strautins
19066,Alpha Environmental Pty Ltd,"205/134 Cambridge Street Collingwood, VIC 3066 AUSTRALIA",+61(03) 94158002,tim.chao@alphaenviro.com.au,http://www.alphaenvironmental.com.au,Mr Tim Chao
13234,HAZCON Pty Ltd,"107 Princes Highway Baw Baw Technology Centre Trafalgar, VIC 3824 AUSTRALIA",+61(03) 56332011,hazcon@hazcon.com.au,http://www.hazcon.com.au,Ms Petrina Abbott
17139,Safe Environments Pty Limited,"Unit 4 / 40 Bessemer St BLACKTOWN, NSW 2148 AUSTRALIA",+61(02) 96213706,carl@safeenvironments.com.au,http://www.safeenvironments.com.au,Mr Carl Strautins
17365,Australian Superintendence Company Pty Ltd,"467 Vulture Street EAST BRISBANE, QLD 4169 AUSTRALIA",+61(07) 33918640,aparry@asc.co,http://http://www.asc.co,Mr Andrew Parry
20768,ASC Pty Ltd,"694 Mersey Road OSBORNE, SA 5017 AUSTRALIA",+61(08) 83487856,ingrid.brundin@asc.com.au,http://www.asc.com.au,Ms Ingrid Brundin
20313,Australian Soil and Concrete Testing Pty Ltd,"Unit 2 / 37 Northlink Place VIRGINIA, QLD 4014 AUSTRALIA",+61(07) 32567536,brisbane.north@asct.com.au,http://www.asct.com.au,Mr J Johnstone
20656,ASCT Illawarra P/L,"7/3 Hargraves Avenue ALBION PARK RAIL, NSW 2527 AUSTRALIA",+61(02) 42561684,jack.mckillop@asct.com.au,,Mr Jack McKillop
20078,ASCT Sydney South,"Unit 18 2 - 8 Daniel Street WETHERILL PARK, NSW 2164 AUSTRALIA",+61 0410609142,david.heathcote@asct.com.au,http://www.asct.com.au,Mr David Ronald Heathcote
20569,Australian Soil and Concrete Testing Pty Ltd,"Unit 3 11 Jarah Road TUMUT, NSW 2720 AUSTRALIA",+61(02) 66868567,office@asct.com.au,http://https://www.asct.com.au/,Mr Luke Thompson
15464,ASG Exical Pty Ltd as trustee for the ASG Exical Unit Trust,"7/1 Trade Park Drive TULLAMARINE, VIC 3043 AUSTRALIA",+61 1300880414,dario.lodkowski@asgxtech.com.au,http://www.asgxtech.com.au,Mr Dario Lodkowski
2997,Southern Critical Care Pty Ltd,"Critical Care Unit Ashford Hospital 55 Anzac Highway ASHFORD, SA 5035 AUSTRALIA",+61(08) 83755548,ashford@southerncriticalcare.com.au,,Ms A Ertugrul
18578,ASIA-PACIFIC INSPECTION and TESTING PTY LTD,"10 Sandy Drive VICTORIA POINT, QLD 4165 AUSTRALIA",+61 0448886519,crackman10@hotmail.com,,Mr Michael Drohan
4664,Australian Steel Mill Services Pty Ltd,"21 Process Area Springhill Road PORT KEMBLA, NSW 2505 AUSTRALIA",+61(02) 42551138,fuyguc@asms.com.au,http://www.asms.com.au,Mr Ferit Uyguc
631,BLUESCOPE STEEL (AIS) PTY. LTD.,"BlueScope Steel-Central Laboratory Five Islands Road PORT KEMBLA, NSW 2505 AUSTRALIA",+61 0457547972,andrew.micallef@bluescope.com,http://www.bluescopesteel.com,Mr Matt Quince
20529,Asphalt Suppliers Pty Ltd,"30 Industrial Drive ULVERSTONE, TAS 7315 AUSTRALIA",+61(03) 64257557,lab@hardingshotmix.com.au,,Mr Michael Layton
5064,Downer EDI Works Pty Ltd,"429 Flagstaff Gully Road LINDISFARNE, TAS 7015 AUSTRALIA",+61(03) 62438088,thomas.dawson@downergroup.com,http://www.downergroup.com.au,Mr Michael Rainbird
15600,Asphaltech (Vic) Pty Ltd,"138 Freight Drive SOMERTON, VIC 3062 AUSTRALIA",+61(03) 93037833,labVIC@asphaltech.com.au,http://www.asphaltech.com.au,Mr Chris Mladenis
14812,ASSA ABLOY Australia Pty Limited,"235 Huntingdale Road OAKLEIGH, VIC 3166 AUSTRALIA",+61(03) 85743438,chris.korvin@assaabloy.com,http://www.assaabloy.com,Mr Chris Korvin
19876,Agena Bioscience Inc Asia Pacific,"Ground Floor 27 Jeays Street BOWEN HILLS, QLD 4006 AUSTRALIA",+61(07) 30881607,brett.chapman@agenabio.com,http://http://agenabio.com/,Mr Brett Chapman
15189,Transport for NSW,"Level 6, 110 George Street PARRAMATTA, NSW 2150 AUSTRALIA",,,http://www.transport.nsw.gov.au,
19550,ATC Work Smart Inc,"5 Barker Road ALBANY, WA 6330 AUSTRALIA",,,http://www.atcworksmart.com.au,
2639,Pathology Queensland,"52-56 Jack Street ATHERTON, QLD 4883 AUSTRALIA",+61(07) 40910235,Elisha.newman@health.qld.gov.au,http://www.health.qld.gov.au,Miss Elisha Newman
2196,Atlas Chains,"35 Manton Street BULIMBA, QLD 4171 AUSTRALIA",+61(07) 38992933,sales@atlaschains.com.au,http://www.atlaschains.com.au,Mr Sam Stylianou
20498,Atlas Geotechnical Services Pty Ltd,"49/93-97 Newton Road WETHERILL PARK, NSW 2164 AUSTRALIA",+61 0426267115,mh@atlasgeoservice.com.au,http://www.atlasgeoservice.com.au,Mr Mahmudul Hossain
19670,Asbestos Testing and Sampling Pty Ltd,"7A/8 Trotters Lane PROSPECT VALE, TAS 7250 AUSTRALIA",+61 0439778992,trent@atslabs.com.au,http://www.atslabs.com.au,Mr Trent Mendelssohn
14233,Victoria Police Forensic Services Department,"Level 10, 313 Spencer Street DOCKLANDS, VIC 3008 AUSTRALIA",,,,
19483,Aurecon Australasia Pty Ltd,"850 Collins St DOCKLANDS, VIC 3008 AUSTRALIA",+61(03) 99753221,ning.yu@aurecongroup.com,http://www.aurecongroup.com,Mr Ning Yu
19161,Aurora Environmental Perth,"Dilhorn House 2 Bulwer Street PERTH, WA 6000 AUSTRALIA",+61(08) 92272600,colin.outhwaite@auroraenvironmental.com.au,http://www.auroraenvironmental.com.au,Mr Colin Outhwaite
19161,Aurora Environmental Perth,"Dilhorn House 2 Bulwer Street Perth, WA 6000 AUSTRALIA",+61(08) 92272600,colin.outhwaite@auroraenvironmental.com.au,http://www.auroraenvironmental.com.au,Mr Colin Outhwaite
14169,Ausco Modular Pty Ltd,"103 Riverview Road RIVERVIEW , QLD 4303 AUSTRALIA",+61(07) 38647800,carlo.paneni@ausco.com.au,http://www.ausco.com.au,Dr Carlo Paneni
15338,AusHealth Corporate Pty Ltd,"65 Hardys Road Underdale, SA 5032 AUSTRALIA",+61 0417441838,jedwards@aushealth.com.au,http://www.aushealth.com.au,Dr John Edwards
19759,Aussie Fluid Power Pty Ltd,"136 Cockburn Road NORTH COOGEE, WA 6163 AUSTRALIA",+61(08) 93352937,mkerrigan@aussiefluidpower.com.au,http://www.aussiefluidpower.com.au,Mr Chris Martin
14496,Austech Medical Laboratories (Trading for KSPC Pty Ltd),"32 Cottam Avenue BANKSTOWN, NSW 2200 AUSTRALIA",+61(02) 97242255,carl7410@yahoo.com,http://www.austechlabs.com.au,Dr Carl Zhang
17696,Austin Health,"Level 3, Lance Townsend Buidling 145-161 Studley Rd HEIDELBERG, VIC 3084 AUSTRALIA",,,,
18014,Austin Hospital - Vascular Surgery Unit,"6 North, Austin Tower 155 Studley Rd HEIDELBERG, VIC 3084 AUSTRALIA",,,,
17861,Austin Health Neurodiagnostic Department,"Austin Tower Neuroscience Laboratory, 6 North 145-161 Studley Rd Heidelberg, VIC 3084 AUSTRALIA",,,,
17924,Austin Hospital/Radiology Department,"Austin Hospital/Radiology Department 145 - 161 Studley Rd HEIDELBERG, VIC 3084 AUSTRALIA",,,,
17925,Heidelberg Repatriation Hospital/Radiology Dept,"Ground Floor Centaur Wing 300 Waterdale Rd HEIDELBERG WEST, VIC 3081 AUSTRALIA",,,,
17409,Austin Health Department of Nuclear Medicine,"Level 2, Centaur Building 300 Waterdale Rd HEIDELBERG WEST, VIC 3081 AUSTRALIA",,,,
17410,Austin Hospital,"Harold Stokes Building 145 Studley Rd Heidelberg, VIC 3084 AUSTRALIA",,,,
17481,Austin Health/Cardiology Department,"Austin Tower L8 Hsb 145-161 Studley Rd HEIDELBERG, VIC 3084 AUSTRALIA",,,,
2741,Austin Pathology,"145 Studley Road HEIDELBERG, VIC 3084 AUSTRALIA",+61(03) 94965991,nick.crinis@austin.org.au,http://www.austinpathology.org.au,Ms Emma Mackay
10806,Austpath Laboratories,"197 Briens Road NORTHMEAD, NSW 2152 AUSTRALIA",+61(02) 88363333,chandraratnam@austpath.com.au,http://www.austpath.com.au,Dr Edward Chandraratnam
18609,Australasian Society of Diagnostic Genomics,"566 Avonside Road AVONSIDE, NSW 2628 AUSTRALIA",+61 0490040286,asdgqap@gmail.com,http://www.asdgqap.com.au,Ms Jillian Cross
13546,CSIRO - Australian Centre for Disease Preparedness (ACDP),"5 Portarlington Road GEELONG, VIC 3220 AUSTRALIA",+61(03) 52275117,james.watson@csiro.au,http://http://www.csiro.au/en/Research/Facilities/AAHL,Dr James Watson
13546,CSIRO - Australian Centre for Disease Preparedness (ACDP),"5 Portarlington Road GEELONG, VIC 3220 AUSTRALIA",+61(03) 52275279,dwane.obrien@csiro.au,http://http://www.csiro.au/en/Research/Facilities/AAHL,Dr Dwane O'Brien
20036,Australian BioResources Pty Ltd,"9-11 Lackey Road PO Box 322 MOSS VALE, NSW 2577 AUSTRALIA",+61(02) 92958565,enquiries@abr.org.au,http://www.abr.org.au,Ms E Isedale
20550,Australian Cardiac Care Pty Ltd,"19 Lowanna Street SLACKS CREEK, QLD 4127 AUSTRALIA",,,,
18884,Australian Museum,"1 William Street DARLINGHURST, NSW 2010 AUSTRALIA",+61(02) 93206454,David.Alquezar@austmus.gov.au,http://www.australianmuseum.net.au/acwg/,Dr David Alquezar
14442,Australian Radiation Protection and Nuclear Safety Agency,"619 Lower Plenty Road YALLAMBIE, VIC 3085 AUSTRALIA",+61 1800022333,qualitymanager@arpansa.gov.au,http://www.arpansa.gov.au,Mr Allister Prosser
3601,Australian Consumers' Association,"57 Carrington Road MARRICKVILLE, NSW 2204 AUSTRALIA",+61(02) 95773304,cbarnes@choice.com.au,http://www.testresearch.com.au,Mr Chris Barnes
1702,Australian Consumers' Association,"57 Carrington Road MARRICKVILLE, NSW 2204 AUSTRALIA",+61(02) 95773304,testresearch@choice.com.au,,Mr Chris Barnes
17135,University of South Australia,"Building L Mawson Lakes Campus Mawson Lakes Boulevard MAWSON LAKES, SA 5095 AUSTRALIA",+61(08) 83025120,Tim.golding@unisa.edu.au,http://www.unisa.edu.au/afmg,Mr Tim Golding
19609,The Trustee for AK Trust Australian Food Microbiology,"Suite 6 261 Old Northern Road CASTLE HILL, NSW 2154 AUSTRALIA",+61(02) 96344116,craigak@foodcheck.com.au,http://www.australianfoodmicrobiology.com.au,Mr Craig Andrew-Kabilafkas
198,National Measurement Institute NMI Sydney Chemical and Biological Services,"105 Delhi Road North Ryde, NSW 2113 AUSTRALIA",+61(02) 94490184,helen.salouros@measurement.gov.au,http://www.measurement.gov.au,Dr Helen Salouros
20247,Australian Geotechnical Testing,"37 Nicholson Road EVANSTON SOUTH, SA 5116 AUSTRALIA",+61 0435111647,jonl@ausgeotest.com.au,,Mr Jon Lillecrapp
20457,Australian Geotechnical Testing,"2/55 Heinz Road DELACOMBE, VIC 3356 AUSTRALIA",+61 0472589866,RachelS@ausgeotest.com.au,http://www.ausgeotest.com.au,Mr Paul Francis
20245,Australian Geotechnical Testing,"66 Abbotts Road DANDENONG SOUTH, VIC 3175 AUSTRALIA",,,http://www.ausgeotest.com.au,
20246,Australian Geotechnical Testing,"2/1109 Raglan Parade WARRNAMBOOL, VIC 3280 AUSTRALIA",+61 0476249741,leighm@ausgeotest.com.au,,Mr Leigh Myroniuk
